customer_id,tenure_months,gender,sessions_last_30d,avg_session_duration_min,items_in_wishlist,items_in_cart,days_since_last_purchase,total_purchases,total_spend_eur,returns_last_90d,used_promo_code,app_user,newsletter_subscriber,churn
0316e298-e844-476f-a42d-a6df9b820c45,5,Male,15,13.41,5,0,62,5,152.63,0,0,1,1,0
9f7f0a00-d8c6-47a8-bf51-72cf13ef0abf,24,Male,13,5.89,14,2,66,43,2862.06,0,0,1,1,0
7d8313f0-c3a7-40dd-97ce-cb53af65792f,39,Male,7,5.08,16,0,67,57,4390.01,2,0,1,1,0
330b9329-2078-4b6d-b181-d16ceee19204,8,Female,9,5.6,14,0,72,9,831.31,1,0,0,1,0
0baf508e-d1ba-4f32-b21b-846bb4c7a3b9,34,Male,26,7.91,31,5,47,46,2001.05,4,0,1,0,0
49b8db30-22a6-45e1-b77b-a49ce95e1ba0,11,Male,26,9.1,12,0,73,20,1014.02,0,0,0,1,0
3eff5dd6-a165-4acb-94ba-d981730fca5e,23,Male,20,15.73,12,0,56,35,2945.99,2,0,0,1,0
575e7075-a9c4-4218-97f8-cf6e70067f6f,43,Male,16,12.03,20,2,46,38,3341.88,4,1,1,1,0
46d29e9d-088a-47d2-9f05-308126a0d222,37,Female,31,24.25,24,4,42,22,1736.73,1,0,1,0,0
ec1cb149-34b3-41d4-9d4c-f60475241501,15,Male,35,11.65,22,4,67,18,1240.84,1,0,1,1,0
e7f9d2b9-714c-49ce-aae3-f2e434fcaf78,7,Female,2,3.6,1,0,63,4,356.26,0,0,1,1,0
77ceefb6-2d17-4d32-9b5c-2410451630a9,8,Male,24,18.24,11,1,39,5,497.93,0,1,0,0,0
6eb1c8bf-c7be-4c6f-b065-a982f8e90c89,41,Male,20,3.38,26,1,125,30,2373.17,3,0,0,0,0
c60d549a-9559-40fc-840e-9daae48dfbca,39,Non-binary,1,1.0,20,3,199,25,2507.27,2,1,1,0,1
7c82d353-c5ab-43ed-a604-2313b3a7d2c9,46,Female,22,12.87,28,4,51,82,8556.23,0,1,0,1,0
44e63012-49e3-47e4-9274-3f2c6d3e6923,25,Female,36,21.55,18,1,88,29,2483.78,4,1,1,1,0
748219f9-8c5b-43e8-b68c-cbefccfedc0f,41,Male,35,18.82,28,1,80,29,2277.95,1,1,0,1,0
c18d3947-203d-4b66-a339-c4554b6cce64,18,Female,19,11.98,20,3,53,14,917.45,2,1,0,1,0
ecae85b3-4825-4120-928b-d1df8b18b542,19,Male,22,12.33,10,0,146,12,1359.84,0,1,1,0,0
718b6df3-c5c9-4ea8-ada1-4d091c890ee9,44,Male,6,6.31,24,3,66,87,8479.46,10,0,1,0,0
db79f8b3-9176-4b2b-b0b2-7b42eb70d02a,34,Male,8,1.0,19,2,26,27,1684.34,0,0,1,1,0
ab34ea6f-2cc0-40ae-b469-db6d451d30da,46,Male,29,16.59,37,2,47,85,6093.99,10,1,1,1,0
7141490e-b023-4d16-b6e0-bed6a27dbd77,27,Male,6,2.11,16,1,82,27,3136.19,2,0,1,1,0
4efcfe1d-1163-4c9e-b44b-8e6c12dcef89,37,Female,26,3.81,22,1,133,32,2174.24,3,1,0,1,0
aac63225-6b9b-4dc0-b763-f4dd001d5c5f,7,Male,16,9.87,14,0,31,12,523.21,1,0,0,1,0
daffeaeb-685a-4567-86e7-1e205c76a4d1,24,Female,4,5.12,7,1,273,21,1296.06,3,1,1,0,1
50f2a43f-42d3-4c86-add3-7a5b8f0f8ecd,40,Male,32,12.55,32,0,183,40,2924.94,0,1,1,1,0
acffb0d1-f520-4812-9946-6abb6026b26d,9,Male,31,4.05,11,0,113,12,1405.68,0,1,1,1,0
ee331534-4ac2-4de3-92d5-dd7a56a63170,9,Female,31,10.79,8,0,27,11,753.88,1,0,0,1,0
24ba1a6a-7bed-4e51-846f-aea8a31e7b55,11,Male,8,5.03,5,0,38,9,847.01,0,1,1,1,0
6ac0d81d-301f-437d-865e-45950bc9ae12,4,Male,1,1.0,1,0,169,3,274.8,0,0,1,0,1
9d2f8cdc-4065-4d0a-a329-609b9edd2310,5,Female,37,28.19,15,1,74,8,852.38,0,1,0,1,0
f22f6dd9-d9d2-4034-b3f5-a0aac8bcf659,5,Female,13,8.87,1,0,130,8,617.79,0,0,1,1,0
fb727d99-051b-4c05-b45f-a1140c62b837,39,Female,0,1.0,21,1,164,74,7342.76,2,1,1,0,1
655f829d-bd28-42ff-9782-cb28b9b174b4,8,Female,23,5.6,5,0,64,6,265.43,0,1,0,1,0
f9b19061-0276-4f62-b9f4-29a886bb0e1c,24,Female,14,7.03,19,0,55,12,347.76,0,0,1,0,0
c43868b8-6996-45b8-a409-53dc01316f98,4,Female,29,17.11,16,0,100,4,151.31,0,0,1,1,0
fad20557-728b-4235-9f83-2510fd6455ad,16,Male,15,1.0,14,2,35,9,851.08,0,0,1,1,0
2f82d458-dfca-48a1-8760-39ddefa80325,45,Female,3,1.48,25,3,187,69,4308.49,9,0,1,1,1
3976fe9f-18ba-47b6-8b3d-2dcdddf0a887,23,Male,32,14.52,13,1,192,24,2811.02,2,0,1,0,0
b501bdad-3553-460f-953a-00d926dd0bba,13,Non-binary,22,12.07,5,0,9,13,1329.66,0,1,1,1,0
a885df00-87f2-4565-9452-5433c4543971,18,Female,17,1.0,12,1,60,15,1282.69,2,1,1,0,0
e28806ed-dc9e-4d34-b72f-5fb54c5b2591,2,Female,12,10.13,4,0,68,3,238.73,0,1,1,0,0
6eae1ac2-04af-44ff-8e89-c76c45ea6c43,38,Male,12,5.43,25,4,93,24,1131.17,0,0,1,1,0
474475d8-fe11-4e2e-bc72-ef80b81113c2,41,Female,16,4.67,31,1,52,43,3507.87,5,0,1,0,0
75c0df13-4ff7-4efc-b6c9-f60f7dedb58f,4,Male,15,6.47,7,1,49,6,321.78,0,1,1,1,0
e8164eea-8679-415d-817e-e88f930bdb06,15,Female,38,8.69,16,2,139,21,947.17,1,1,0,0,0
47faa993-9aa8-4f0e-a05a-2f5b4674002b,30,Male,37,21.69,30,2,131,28,2954.98,3,0,1,0,0
73e0cb1e-dc74-419c-bdcb-1cdd9961ff95,44,Male,34,26.32,36,2,146,51,2612.16,2,1,1,1,0
5df9891c-9de6-45f4-9e97-04e553bbd4a3,4,Female,30,12.62,15,2,28,2,145.95,0,1,0,1,0
87f701ac-bb19-43d3-a8aa-04914bb5ed75,1,Female,39,30.0,11,1,70,1,104.01,0,0,1,1,0
b46a7bc3-92cb-4a7f-93f8-6cafa2a46607,44,Female,8,7.7,29,2,126,64,4973.62,0,0,1,1,0
b7c3895f-84df-469c-bcd0-78cbaa57f8a0,20,Male,0,3.56,18,1,223,27,1443.76,3,0,0,1,1
cb1a3aec-7055-440c-8ea4-25cb6b41604a,28,Female,38,12.2,30,0,47,38,2720.05,4,1,1,1,0
1b15fa66-47bb-4950-ba2f-5443efe255e0,6,Male,2,1.0,7,1,167,8,526.68,0,1,0,0,1
2b6d2c32-7388-4ae6-ab1d-7399b54d2836,43,Female,2,1.66,29,0,106,36,3527.14,2,0,1,1,0
62b016e6-6f4b-4a12-a932-1468d9ea7c44,23,Male,37,3.04,14,2,222,30,2277.63,3,1,1,1,0
fbb59397-bacd-42e1-863c-f18ff4b82ac3,2,Male,35,19.55,4,0,23,1,96.81,0,0,1,0,0
0c686477-53b6-4a05-a5a9-d6a64d489a07,1,Female,24,15.22,2,0,35,1,26.34,0,0,0,1,0
62e26bc9-5f40-4f16-8a2e-7a7b302a3d9a,19,Female,34,23.99,15,0,127,17,899.32,1,1,1,0,0
2a6a63dd-818f-46a8-90c4-f22fdc364151,28,Female,39,12.12,27,4,23,18,2060.95,0,0,1,0,0
725e13bf-331b-4fe1-9b1d-15d6810f493a,8,Female,24,8.73,11,1,16,8,328.06,0,0,1,1,0
6491de60-d2a4-4e19-8d2f-83870e1064e6,5,Female,5,1.0,5,0,115,3,307.66,0,1,1,0,0
e35cebdf-df8d-4d14-b567-0e186ec6d401,5,Female,30,10.54,13,0,78,4,316.78,0,0,0,0,0
d0c9f5f1-0c91-4e3d-ae90-57b891ee9c42,29,Female,22,8.91,26,5,101,17,737.8,0,0,0,1,0
2c1f926e-79c8-49c3-8fa5-e0bb70a3f854,1,Female,9,7.24,6,0,64,1,80.33,0,0,1,1,0
f1a66841-bc3d-43c0-ad81-1bf93be4e9a2,39,Female,3,5.03,19,1,37,51,5456.61,0,0,0,1,0
ea8914c1-7d05-450a-9871-fec7244345a3,18,Female,27,19.69,19,3,19,29,3422.44,1,1,1,0,0
a878363d-85af-4194-9c43-88dd929ab1f6,26,Female,24,12.98,20,2,47,50,5973.94,0,1,1,1,0
b9127237-40f7-40e5-b7cb-1189d0f9bf05,42,Male,0,3.11,17,1,186,47,2468.02,6,0,0,0,1
ac822336-b324-4247-95dd-56ace1ecea0b,15,Female,24,15.66,18,2,39,11,846.06,0,1,1,1,0
c7c30316-107b-426b-baca-5b02be4f6c43,15,Male,18,16.47,17,2,170,20,1376.41,2,1,1,0,0
38a24dac-3346-402f-b51e-387109f88e72,27,Female,12,10.11,22,0,112,16,959.69,1,1,1,1,0
f41a1876-de45-4263-b84b-70a89d36d32d,25,Female,15,6.62,12,0,88,20,2213.89,0,0,0,1,0
4b25f848-11c9-46f7-a7dc-ea2ddefae926,15,Female,18,12.11,20,1,38,12,904.2,1,1,0,1,0
1bcf58ed-0462-4b31-af43-9d349f5f30f8,6,Female,6,2.4,7,1,108,8,474.13,0,0,1,1,0
9ad07730-7035-474c-8900-e4180dedb5f8,2,Female,11,1.97,3,0,29,2,222.42,0,0,1,1,0
1497b870-efc8-44d9-9eeb-cfc95938d657,18,Male,2,4.22,18,2,41,27,1538.94,3,0,0,1,0
7e48115f-2972-454c-acd7-fb4cfa2da1b7,22,Female,26,8.66,22,3,161,37,2019.44,3,0,0,1,0
5ffd96bb-4fdd-4494-9205-40f5587c6d88,37,Female,25,6.86,23,3,136,55,4513.15,7,0,1,1,0
b2bd1031-7376-4b1c-b9c3-134e4d3dd03f,28,Female,20,2.8,20,0,90,23,2053.25,2,1,1,0,0
22fd175a-a78d-4c90-8c69-915431294b8f,12,Male,6,1.0,11,0,88,21,1529.8,0,1,1,1,0
66e692a4-80df-4aa2-b7a4-aa3d3a29ded7,34,Female,25,13.06,22,1,105,60,7011.45,2,0,1,0,0
e8f1d801-63c8-4f5f-bbac-986bc7f15477,8,Female,21,4.0,11,1,65,11,693.83,1,0,0,1,0
0f72be2a-4e7d-4a80-bf69-c0c70c19bd10,45,Non-binary,13,8.15,33,3,125,75,3457.58,8,0,1,0,1
bf1c01e6-3295-4e41-bb6e-4b04406f64be,33,Male,19,1.0,18,2,233,47,3053.45,6,0,0,0,1
7c89cdf8-19d1-4840-9ef5-69c9b6d038d9,25,Female,14,1.64,12,0,76,37,3424.18,5,1,1,0,0
6180e458-9841-40be-8aa7-1392024ce7f2,28,Female,37,19.67,26,3,79,38,2383.33,5,0,1,1,0
7ea95e05-c840-4d01-a4dc-2373cc89569b,20,Female,20,10.22,23,2,90,30,3268.24,1,0,1,1,0
1f4c9ee8-9708-456d-a011-9968df2ff871,40,Male,33,11.62,22,1,44,32,3650.12,3,0,0,1,0
1705d6a0-bc27-45f0-b231-852d01918641,40,Female,18,10.17,32,4,68,51,2538.14,3,0,1,1,0
b2d16e17-8736-4978-a995-5a971aff3255,20,Female,32,13.94,12,1,113,23,2696.24,2,0,1,1,0
3ec00c07-8be4-4b01-9ea4-413cc348cdbb,4,Male,22,14.47,14,2,14,3,361.18,0,0,1,1,0
8f27fe17-07f1-43a9-a3f4-9832be5a2002,43,Female,18,10.29,28,1,20,62,7016.32,2,1,1,1,0
6b296501-5661-4d92-90a1-b18e55b0e2b6,14,Male,28,11.69,17,2,66,14,1407.44,1,1,1,1,0
98371556-bfd5-4485-b49f-2e7abc027f99,41,Male,27,7.47,31,5,66,78,4255.78,4,0,1,0,0
d475c93f-ad89-47d9-92f8-a455f41a1b2c,29,Female,7,4.75,24,1,21,55,3217.85,5,1,1,1,0
c4f6c141-2d5d-4f76-8d83-711b7a51e06c,7,Male,13,8.67,9,1,365,13,799.34,0,0,0,1,1
eb8209c2-1bc4-4105-bcf4-80dd04424242,36,Non-binary,34,7.72,22,4,84,67,4807.68,2,1,0,1,0
3255e499-28ba-4929-a1a3-7ca1a42efde5,31,Male,1,1.0,17,0,172,33,1408.89,0,0,1,0,1
9dc47c49-6846-495a-9903-58423a308671,24,Female,34,24.31,13,0,68,28,3344.0,3,0,1,0,0
9b02655c-5123-4cf7-8d8e-a7f083be8527,9,Male,38,19.87,18,2,65,6,435.24,0,0,1,1,0
0908ba2c-54b3-4cfc-968d-ebbbbb97bf1e,25,Male,17,12.6,11,2,16,25,3066.39,2,0,0,0,0
cd848fa2-9a16-42df-964b-882bc6a0ae91,2,Male,25,15.59,10,0,92,3,55.53,0,1,0,1,0
5c01e189-1a45-4e2b-9f04-3cd282f1c581,41,Male,15,10.18,30,0,39,31,3327.61,4,1,1,1,0
076dfd73-5685-44d8-a21a-c94b8e1b79b4,35,Male,38,14.31,29,1,26,18,1076.5,0,1,1,1,0
5e3164a4-6738-408d-b713-17b6d5fcbe98,35,Female,9,1.0,20,3,85,27,2061.82,1,0,1,0,0
045ce52e-7d64-4754-9c6c-a1037b9e8515,42,Female,8,3.35,21,3,80,50,4864.19,5,0,0,0,0
7e8c11bf-9ba3-4d86-8e5f-e8f551cc8afe,8,Female,24,11.34,8,1,83,13,813.65,0,1,1,1,0
36c08a78-ed6f-4f5f-b416-d2a872e06d90,42,Female,9,5.51,18,2,130,21,1777.12,1,1,1,1,0
6336a465-98cd-4817-965b-93e36a94bac3,37,Male,23,4.09,21,2,281,25,1031.23,1,0,1,0,1
0c61dca9-6f72-4e6f-8b93-09d3ff3b3b9a,44,Female,9,1.42,28,4,59,28,2001.22,0,0,0,1,0
28877c84-7d09-40ed-9f32-362c8679a41a,18,Male,30,11.45,10,1,97,18,1311.12,2,1,1,1,0
9ec3dcb7-5e7b-4a79-aa82-3ff61f4cc31c,4,Female,8,2.84,8,1,181,4,410.77,0,1,1,1,1
9cfa89e7-8611-4d7e-b4d2-0f354b76ca6e,8,Male,4,3.62,9,0,93,15,563.47,1,0,1,0,0
28886a7b-ab05-48b8-aab9-18a2bfc9b12b,17,Male,19,2.47,21,0,41,31,1122.89,0,1,0,0,0
d54295f5-7e63-4cc3-9211-14e1635d6913,12,Female,32,7.46,8,0,35,9,820.05,0,0,1,1,0
74c0436b-7a14-4884-bd58-a130a70d9077,32,Non-binary,26,13.27,24,1,33,58,3306.64,5,1,1,0,0
1c88443b-f821-4258-9921-1226150fa515,14,Male,11,5.86,9,1,87,16,1475.72,0,1,1,1,0
191122d6-1580-4392-8ef7-74b32a0d8f99,34,Female,23,18.22,24,2,95,66,6286.84,5,0,0,0,0
6e65604b-5856-49a6-8bb7-2a7422f676cd,27,Female,2,1.0,16,2,58,28,1709.28,2,1,0,0,0
e63a38ef-bbcf-4565-bc1a-fa56ae59c2f5,10,Male,16,7.5,3,0,63,17,1579.94,1,0,1,0,0
2f032a1f-d16a-4133-ab67-942b8c75f2d5,16,Male,35,16.06,21,1,83,24,1454.2,1,0,1,1,0
0d8a5bb8-735a-4802-a01a-a97502101f75,15,Male,19,4.01,19,2,50,15,1294.95,0,0,1,1,0
7af7f706-e837-488b-8017-b7b568ff56c1,28,Female,8,6.85,10,1,330,34,2059.26,0,0,1,1,1
0214e74f-0556-4d96-bdef-e56ab5a776db,42,Male,24,6.66,21,3,84,25,921.05,1,0,1,1,0
74520c16-0d98-4ffd-9748-5be65ccaa499,33,Female,19,3.29,28,5,193,17,1186.53,2,1,0,1,1
e6c1b59e-03ba-4815-8b4e-59283f254c48,42,Female,12,5.41,22,3,81,73,5866.26,9,0,1,0,0
32098476-a394-4fc9-9d83-8dfe6489b398,34,Male,33,19.22,20,0,91,40,4583.64,5,1,0,0,0
714c943a-1817-44a0-a0c1-d6e3c7111149,36,Male,5,2.18,20,0,106,70,5173.55,1,1,1,0,0
aa854d39-a9ee-4d1f-9555-e0a428bec060,10,Male,16,9.08,10,1,51,6,302.96,0,1,1,0,0
12d149b6-8854-430d-9143-9b609445e69a,11,Female,35,20.56,13,2,54,20,2363.59,1,1,1,0,0
30c6e20f-e4ae-4fad-949c-f64a0df285b3,23,Male,17,7.92,21,3,83,23,1858.56,1,1,1,0,0
23a58e10-514b-4c75-a61a-f26b2e2d888d,15,Female,39,20.57,17,3,73,24,844.57,2,0,1,1,0
21482ab1-c801-40cb-a5ab-2a167aeb7cd4,23,Non-binary,1,1.0,11,1,56,12,1266.48,1,0,0,0,0
e6d76f9d-0818-42b1-b019-d82739302bcc,45,Female,27,7.95,22,3,34,81,2905.53,3,1,1,1,0
244dd624-6d69-4c1a-8355-53a2bd5c6c6c,46,Female,9,2.22,32,5,100,37,1910.98,0,1,1,1,0
51cc8cc3-f2f7-41ec-b73c-33b07a5ed221,35,Male,12,4.85,18,1,144,17,1261.94,1,0,1,0,0
1bbb464d-3341-4adf-95f0-ea68848f2c6c,39,Male,39,11.55,22,4,9,71,2150.44,1,0,0,0,0
95523021-2172-4122-b656-7e442bf4a0bb,12,Male,26,20.76,7,0,57,20,1519.11,1,1,1,0,0
734efcf2-3d50-4b35-9abc-db221fc0f5ce,43,Male,21,11.31,31,5,30,78,4835.78,3,0,1,0,0
49820093-07af-4f20-9561-d7199b7973e7,16,Female,3,2.63,17,1,107,23,2524.2,1,0,0,1,1
374150c9-ade0-4049-a22a-fb9f4b83a975,20,Female,3,1.47,13,1,32,30,1738.82,3,0,0,1,0
9ff2aae0-6b9e-4b17-bafd-53f7eb6a13df,7,Male,13,8.98,15,1,111,6,359.35,0,0,1,1,0
68897b9f-f70f-4274-b5b0-2d682b33a486,33,Female,32,20.63,26,4,23,32,1913.47,0,0,1,1,0
e8ccf685-37fe-4408-8309-0ca00d958ec2,46,Male,6,4.53,27,1,143,68,3457.41,6,1,1,1,1
5e20688b-b442-440f-bd04-3c66c15abc9c,13,Male,6,5.43,13,1,28,18,1759.36,0,0,1,0,0
533b1025-1fff-4df9-b858-137551bf0474,24,Female,30,17.58,19,0,46,47,4969.02,3,0,0,1,0
b28b5e9a-6204-48a6-adc6-2d021f5a9dfb,32,Female,6,1.0,15,1,120,34,1109.49,3,0,0,1,1
604a9000-f71f-4a41-8a26-c5f5f23f4ca8,7,Female,31,16.14,18,1,72,5,286.01,0,1,1,1,0
b6dab8d2-8748-4e7e-ae40-fb4c50b53070,12,Male,21,10.6,14,2,124,22,1128.06,0,1,0,1,0
762a98cd-c437-478c-b940-9d792eca5b21,25,Male,30,20.92,24,4,261,22,1997.31,0,0,1,1,1
d8a81e3e-5406-431b-96f1-91f999f5fc4c,26,Female,36,22.01,17,2,62,50,2660.81,4,0,0,1,0
d255f9e1-6222-4b91-b4dd-cf852fdf02f4,17,Male,24,7.6,16,0,54,12,1231.56,0,1,0,1,0
d692920e-c49f-4f1f-9687-1abd6a7b6a1f,10,Female,34,21.02,9,1,19,6,602.13,0,0,1,1,0
a1e9a502-8125-4379-8c0c-567cb7e2c555,7,Female,2,1.0,12,0,45,4,226.45,0,0,1,1,0
a7bc8fb8-7ae0-46a8-b9a8-325770b68655,16,Male,39,17.8,20,3,110,9,701.08,1,1,0,0,0
71af211c-47ec-4338-ab9c-9887782f2380,12,Male,23,9.25,8,1,20,19,1631.66,1,1,0,0,0
f661259b-f26e-4cf8-a52e-9b2e15bddd68,3,Female,28,7.6,4,0,85,4,384.26,0,1,0,1,0
2a29c08c-96b4-4832-b8fd-e513237b3b56,37,Male,38,25.12,29,4,14,51,4124.57,1,0,1,0,0
2949e82b-bb11-4947-8851-8abca2dde150,21,Female,12,2.42,17,2,79,34,1885.71,2,0,0,0,0
6908e03a-fff4-47cf-a90c-c5b9b9e66330,4,Male,10,4.56,11,0,33,6,441.16,0,0,1,1,0
b6b5fdcb-79e1-4a56-90e8-4e4a69c5baf4,28,Female,1,2.16,20,1,175,14,1106.82,0,0,1,1,1
5cbf2571-64f9-425b-a719-52001a020422,23,Male,34,13.81,23,3,79,24,2320.04,0,1,1,1,0
d76f544f-2671-4463-8a90-d535b9c4e9a6,44,Male,2,1.0,19,0,83,39,4107.23,5,0,1,1,1
4eebcada-9249-4b65-9d76-addb11d6913d,15,Male,19,7.48,11,1,92,26,727.21,0,0,1,1,0
8416525c-0a90-4d51-9f99-bdd9ff0d0e36,13,Female,3,1.95,12,1,143,16,546.09,2,0,1,1,1
339bee36-160a-498d-aa80-937c4f813bfa,2,Female,16,10.59,6,1,81,3,150.11,0,0,1,0,0
125010ec-ef9b-4e0a-9f68-3be183b3d5d6,9,Female,7,2.92,0,0,96,12,578.26,1,0,1,1,0
54807157-319d-4198-976b-913291f0c17f,46,Male,16,8.79,34,2,28,30,3460.43,1,0,1,0,0
d0d3a1ce-49bc-4c53-993f-9b86d36bb025,1,Female,20,14.75,5,0,95,1,93.67,0,1,1,1,0
a2984512-8bcf-486e-960c-94e4ed150c86,4,Male,31,14.09,14,1,169,3,145.41,0,0,1,1,0
d8c978b2-9daf-4af5-bd92-a9e58cd8edfb,30,Female,30,18.32,17,2,146,34,3841.95,5,0,1,1,0
8468a634-ffa1-4587-b9d9-361a1488a6f2,44,Male,2,2.28,24,3,39,69,7609.58,3,0,0,0,0
3b5d30b1-1d41-4fd8-b122-0cbc22867bb8,21,Male,14,4.2,17,1,27,29,3442.73,3,1,1,0,0
68fb9269-d564-4494-8268-077cb7a050f6,33,Female,26,7.37,20,2,103,16,1361.94,0,1,1,0,0
236e5f35-572c-4fb7-b9f7-9b2a22e6943d,1,Female,26,9.4,6,0,50,1,65.31,0,1,1,1,0
0ee33a33-7d9b-4cec-b9ff-a99399eb5a33,27,Male,28,16.64,15,1,27,18,909.09,1,1,1,1,0
f7a203d0-252a-4c1f-bcaa-6e181ed7a926,23,Female,30,12.49,16,3,57,26,1072.4,0,0,1,1,0
8c94b569-dd76-4a8f-8d24-6c8779790a18,40,Female,21,13.34,23,4,66,41,2090.21,0,1,0,1,0
28e65f71-137d-4086-ae88-556efeb0e50e,28,Male,26,4.57,26,3,77,18,1235.05,1,1,0,0,0
5d770581-a467-4112-8291-f2af20099d2d,27,Female,36,8.84,25,4,53,30,2789.1,2,1,1,1,0
c8300423-34e9-444a-a973-6e33866cd468,13,Male,27,20.94,8,0,23,22,2441.74,0,1,1,0,0
68415919-7488-449b-baac-31109031be16,12,Male,12,7.63,15,1,106,9,842.97,1,0,1,1,0
4cba9146-d11b-4e2c-8b17-6322754178ac,9,Female,32,17.53,9,1,100,15,1293.96,1,0,1,0,0
15c6418a-a902-465e-aaf3-149066335e9f,2,Female,0,2.7,1,0,97,1,121.51,0,0,1,0,0
a5728f3b-8ad7-41b5-82f7-18cf14380e75,28,Female,13,2.65,15,1,83,31,1674.26,1,1,1,1,0
d308be60-a0ef-4fc1-a507-f0755695e889,18,Female,33,25.38,13,0,20,34,2339.68,0,0,1,1,0
81865286-c131-4ed6-8230-60cd968340cf,33,Male,7,3.65,24,4,72,42,2994.49,4,0,1,1,0
ed89c086-d28a-4a03-b02e-23983a4e739e,29,Female,6,6.77,22,2,72,55,1967.92,1,0,1,0,0
c1f3ef1f-56bc-47e8-83aa-92710d47b512,35,Male,5,1.05,24,0,151,68,8208.96,2,0,1,0,1
b0692440-2985-4eab-8e3f-fc12e34633fc,29,Female,6,3.02,17,0,123,17,1294.39,1,0,1,0,0
a0983e25-3c8f-475e-b47c-e753be074d51,2,Male,11,8.48,8,0,171,1,69.85,0,1,1,0,0
381b406f-81ff-45b3-8204-ec139a48f05a,35,Male,14,4.0,27,1,52,30,1711.05,3,1,1,1,0
0795fb59-c44d-4907-b029-0d5826682753,41,Male,21,12.64,22,3,156,81,6570.0,7,0,0,0,0
aa68c918-cf45-44ce-8520-06c69156b899,3,Female,7,1.45,6,0,253,4,386.33,0,0,0,0,1
b746f8f3-9766-41ca-ad48-9f01c21457c7,28,Female,23,19.3,17,0,152,29,2914.68,3,1,1,1,0
2f0a950c-a19b-4a85-9d91-89af31484e8e,6,Female,14,12.52,9,0,55,6,484.13,0,1,0,1,0
775ef4f9-b091-4104-bc4e-4d0da5bf4e0c,9,Female,20,3.71,9,1,68,7,723.2,0,1,1,0,0
1ae17d3c-0e89-4f1c-b1f9-66d683a87fe9,3,Female,38,8.41,5,0,85,2,20.0,0,0,0,1,0
8098f027-dd79-4476-82fd-9f59f09380a1,22,Female,37,14.34,18,3,120,14,1513.49,0,1,1,0,0
2834b4ce-a78b-46ea-a8df-a72df3c5eeab,6,Female,6,2.13,5,0,79,4,291.45,0,0,1,0,0
aabf3139-4629-45fb-a88f-5fc8c5b81a92,27,Female,37,28.56,15,2,27,46,1387.88,3,0,1,1,0
1241e1d7-7fb0-4c7d-9536-7abd6c2d0244,34,Female,0,1.0,23,0,200,55,5543.36,2,1,1,0,1
98673c5a-1d62-463f-af1a-2a42088da2a1,44,Female,30,13.25,27,3,101,76,8549.97,5,1,1,0,0
8487d072-5b6f-421a-aa91-996e6548fd61,13,Female,33,24.01,9,0,68,7,519.88,0,1,1,0,0
3a6df2fa-c9f2-4487-b2a5-0d14115d336c,32,Female,1,1.0,11,0,158,28,1792.2,1,1,0,0,1
5ebd4d8f-f45d-46b1-982f-a0f1978334e1,12,Female,4,3.7,5,0,83,19,1245.03,1,1,0,0,0
54487b54-425e-4b91-a54f-5204dff81e38,41,Female,27,10.69,21,3,140,70,3361.69,3,0,0,1,0
550b9f6b-f7b1-4bbf-bacd-a712cf04d8d1,40,Male,24,6.32,24,3,119,44,1728.1,1,0,1,1,0
6133bc40-1d33-4a30-a519-14a602aceeb9,43,Female,15,12.56,22,2,102,41,3702.89,2,1,1,1,0
e1b67230-e937-430c-a2a4-3f43af227396,7,Female,34,6.5,8,0,64,8,982.86,0,0,1,1,0
ff68b94e-0dd1-4a82-b93d-1db477990854,17,Female,10,1.17,12,0,117,15,1045.88,1,1,1,1,0
1ce7633b-d3a0-4973-9fa9-8d5355207075,33,Female,24,16.35,25,2,114,34,4033.2,2,1,0,1,0
37fb12e6-447f-4b80-bbe6-3779b8a77114,36,Male,26,15.17,26,3,146,45,2631.5,5,1,1,1,0
aad10bc8-a66e-4f5b-9395-f2cf0c6c2571,1,Male,2,1.0,0,0,72,1,85.14,0,1,1,1,0
0b589405-da07-46e7-a2b5-d29733409bc5,32,Female,36,30.0,18,0,40,52,2630.81,4,0,1,1,0
70a2964e-c23e-45b9-b4af-cfc234b9c834,6,Female,38,18.28,16,0,159,11,392.09,0,1,1,1,0
fbe52237-fa38-4f2f-af57-cf78d42830a6,5,Male,19,9.37,15,1,15,5,316.13,0,0,0,0,0
0af141c8-8159-4668-9136-d445324cfe84,46,Male,26,8.98,31,4,106,77,2610.71,10,1,1,1,0
c973bb10-c20c-4e43-8b69-80a9122eb713,31,Male,27,16.99,18,2,67,50,3833.93,4,1,1,1,0
b6cd15ea-a82e-4d4d-b618-ba798957890a,28,Male,38,15.81,18,2,94,25,1258.02,1,0,1,0,0
064cbfde-fba5-44b0-adbf-f767931a0c00,33,Female,25,17.28,30,5,20,19,1861.24,0,0,1,0,0
b3ef61c2-71a7-4359-a19f-893497c49862,46,Female,33,20.15,24,2,52,24,2177.31,2,1,1,0,0
b2fb1397-7662-4134-8b94-f1ce8e001224,45,Female,5,5.25,25,2,48,79,4065.04,5,0,1,1,0
6a179de9-8aed-42ee-a88d-896ef8601e64,32,Female,26,18.86,23,4,207,36,2446.04,1,1,1,0,0
b34be4fb-46da-41b7-9d5f-042786d878a5,19,Female,26,16.85,22,0,125,26,1441.8,0,0,0,0,0
2e2c05c9-f6b0-4027-8c4e-8bf0e1657d58,20,Male,17,6.26,15,2,43,22,2362.04,0,0,1,0,0
